review_business_price_range_detail,review_rating,review_business_number_rating,review_business_price_range,review_content,review_business_rating,review_business_reviews_count,review_business_name
"
                        $11-30
                    ",2.0,,2,"Not sure what happened, but the whole dinner was a mess to begin with. Service was extremely slow and our food came out at odd times. I ordered the Tagliatelle with Bolognese sauce and it was like they dumped Chef Boyardee on my plate. The taste was spot on lol. Also the servers were in a rush the whole night and never checked up on us. If you're reading this, I recommend you go elsewhere. They do not live up to their high ratings.",4.5,183.0,"
        Trattoria Bella Roma
    "
"
                        $11-30
                    ",5.0,,2,"The price, the service and food was amazing. Everything was great that we got. I cannot complain, I will be back for sure.",4.5,183.0,"
        Trattoria Bella Roma
    "
"
                        $11-30
                    ",5.0,,2,My first time at Speranza was awesome. The best Italian foods I've had for a long time. The staff was phenomenal. The restaurant is family oriented and the owner were genuine and kind. Great quality food wise and service was outstanding.,4.0,315.0,"
        Speranza
    "
"
                        $11-30
                    ",4.0,,2,"Service seems to have gotten better. It is still slightly on the awkward side. (Don't know how else to put it, the staff just legitimately seem a bit uncomfortable) ",4.0,315.0,"
        Speranza
    "
"
                        $11-30
                    ",5.0,,2,"I have a deep love for any kind of bread and tapanade and it is perfect here. However, rather than serving their tapanade in small bowls that are filled less than halfway, I wish they would just fill it up in one of their pasta bowls all the way to the top. I don't even care that it isn't BYOB anymore!",4.0,315.0,"
        Speranza
    "
"
                        $11-30
                    ",4.0,,2,"Delicious wine! Beautiful outdoor patio seating and the beef carpaccio was very good! The price was fair, they were pretty busy so if you're in a rush to eat this is not the place for you. This is a place to sit with friends and chat over good wine and food.",4.0,315.0,"
        Speranza
    "
"
                        $11-30
                    ",5.0,,2,Went here for dinner with my boyfriend and his family. Asked the server what she would recommend and she suggested the squid ink.,4.0,315.0,"
        Speranza
    "
"
                        $11-30
                    ",5.0,,2,"Updated review: after going here for a while now, it's emerged as a neighborhood favorite with damn good Italian food. Great for meet ups, dates, big groups, you name it ",4.0,315.0,"
        Speranza
    "
"
                        $11-30
                    ",5.0,,2,"Best restaurant in Los Angeles. Perfectly confident in what it is, in how to light itself and make its customers feel taken care of and well fed. Heaven in simplicity. Heaven.",4.0,315.0,"
        Speranza
    "
"
                        $11-30
                    ",3.0,,2,We decided to come to this restaurant after reading reviews on Yelp. This was the second Italian restaurant that we've been to recently. The first had incredible pasta that is made in-house (my first time cause I'm not a bog pasta eater). You cannot compare that pasta to anything!,4.0,315.0,"
        Speranza
    "
"
                        $11-30
                    ",4.0,,2,"Came here for dinner and it was amazing. Monday night, barely anyone in the place so no reservation needed. I had the clams and linguine. Wow....just like my Sicilian mother used to make. Get it. Overall a great place. Want to try more pastas. Only suggestion...they should have cannoli for dessert.",4.0,315.0,"
        Speranza
    "
"
                        Under $10
                    ",5.0,,2,I'm glad my first yelp review is for Monarca. I found this place roaming around the neighborhood last year and since then I been back a few times. Every time I take a bite of their veggie quesadilla is like I'm trying it for the first time. Finally a quesadilla that's more interesting than just some tortillas poorly glued together with cheese. I'm not sure how they do it but their veggie quesadilla would totally make my meat eating friends jealous and that's very hard to do. The fries are soaked in oil but if you are going to eat fries you better do it the right way and yes they are delicious. The pasta's are great although I don't crave them as much as I crave their grilled menu. My favorite has to be the bbq salad. I'm not big on salads because I'm just not into most dressings. However their bbq salad is fantastic! and everything at a very modest price. ,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,Back of a small shopping mall,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,WOAH. Surprisingly good. Classic Italian. Amazing food. Would highly recommend to anyone!!!!!!,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,This place is amazing!!!!,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",4.0,,2,The chicken fettucini was really good. The portions are super large so I suggest sharing (seriously food for days).,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,"Service was excellent, food was amazing much better then past aroma, will definitely return soon!",4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",4.0,,2,Best italian food near USC by far! And the people are super nice too. Surprised that the place isn't packed every time I go.,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,"A HIDDEN GEM!!! Been here twice. Both times pasta.--delicious, generous portions and inexpensive. High quality Italian food at a third of the high quality price. I'd eat there much more often if it was closer to me.  Good, friendly service. A must GO for Italian food lovers.",4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",4.0,,2,Had the pasta fettucine in red sauce. Was pretty good. Although they mixed up my order. I'd asked for the pasta fettucine in white sauce. Small place but seats small groups properly. Their fries were good too.,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,Monarcas was bawm! ,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,My favorite plate at Monarca pasta grill is the florentina pasta delicious flavor. I also loved the BBQ grilled chicken salad. Woohoo it makes my day.,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        $11-30
                    ",4.0,,2,Pasta was good - al dente and tasty (Vongole).,4.0,315.0,"
        Speranza
    "
"
                        $11-30
                    ",4.0,,2,"Went for a late night dinner here on a Saturday night. The atmosphere is great, bustling, intimate, with an good size outdoor patio surrounded by greenery that has plastic screens to block the outdoor traffic. ",4.0,315.0,"
        Speranza
    "
"
                        Under $10
                    ",4.0,,2,Was walking around looking for a place to sit down and eat when we ventured a bit too far off the street and noticed this place.,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,"This is my new fave restaurant. I got recommended to this place from a friend and ever since then I come here almost every weekend. My fav dish is the pasta primavera, I mixed it up with both chicken and shrimp. I've tried almost everything on the menu from pastas to pizza to burgers and even burrito. They never disappoint. Hands down the best restaurant. When you come here its a nice friendly family vive to it, plus the employees are really nice.",4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,My boyfriend and I had dinner here and the food is delicious. I had the camarones negros and he had the pasta primavera. Amazing flavors!! Good people and very chill environment. You don't find quality food like this in the hood!!!,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,Love this place had never seen it before it looks new. Had it for the first time its kind of hidden. Had the shrimp pizza let me tell you best pizza i've had in a very long time the flavor its amazing it simply melts in your mouth. The shrimp pasta was awesome better than the one at Olive garden for half the price.,4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        Under $10
                    ",5.0,,2,"excellent food at a very reasonable price. assume the chef must have cooked for a upscale italian restaurant before opening up this spot. for me, the location is a bit out of the way but the food makes the trek worth while.",4.5,26.0,"
        Monarca Pasta & Grill
    "
"
                        $11-30
                    ",4.0,,2,Wanted to update my review from six years ago as I think they were suffering from growing pains at the new location.,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,Came here for a birthday with 13 of my closest girlfriends. We reserved a section on the outside patio. The patio has heat lamps and has a tarp like structure so we were very warm even in January.,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",3.0,,2,"I got the Linguine alle Vongole, my usually dish when I go to an Italian restaurant. I think the food was decent. The dish was as expected, nothing too fancy. Just another Linguine with clams to me. We also ordered the Burratta Di Bufala (it is okay), the Calamari (as expected), Gnocchi Al Piacere with porcini mushroom sauce (this was good), and traditional Spaghetti and Meatballs (as expected as well).",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,Friendly neighborhood Italian restaurant serving quality food. ,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,"It's so great here. I ordered the pappardelle alla domenica - literally omg so bomb, flavors meshed well omg seriously omg - so good. It's served w/ Italian sausage so you can't really go wrong w/ that. The decor is so cozy and cute, something out of like a Wes Anderson film. Our waiter was super sweet (I look kind of ratchet which usually prompts waiters to treat me like shit) and super helpful. The clientele was all like super established and super old groups of friends which was really spiritual because overhearing their conversations about helping people in Uganda or whatever was very inspiring. So in addition to having an actual food-meal I got a soul-meal too. It was a beautiful experience.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,Michelangelo Ristorante - Silverlake,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,"Matt B. and I live in a good neighborhood for Italian food--we're walking distance from Farfalla and Il Capriccio, and a short drive from Speranza and Michelangelo. Because Michelangelo is in the ""short drive"" category, we've only been a few times, but we always leave happy. It's a lovely neighborhood restaurant, and I'm sure the people of Silver Lake walk over here every day.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,Michelangelo is the best Italian restaurant I have been to. The food and service are excellent. A restaurant defiantly worth trying out.,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",2.0,,2,You know me. I'm all Italian all the time down to my pointed shoes. I know my joints in a good way but this place is a joint in the worst way.,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,"I was extremely pleased with my experience at this restaurant. The food was marvelous, and the service was second to none.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,"Last time I ate at Michaelangelo's was when it had just opened on silverlake blvd. I can remember thinking , ""dang this pizza is good"". 13 years later... same reaction. Really good pizza!!! Its refreshing to have an old neighborhood restaurant still serving quality food! Unlike other restaurants ...ahemleelathaiandhardtimes..*cough cough*",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,"Excellent in every way possible. Romantic and intimate atmosphere, friendly and attentive waiters, and best of all, GREAT food. My new Italian joint in Los Angeles.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,"Show me your restroom and I tell you who you are: stylish, warm, clean. But there is more to that place. The food is authentic Italian which means: delicious and enjoyable - and parenthetically also enough, regardless of whether you choose from a classical Primo or a classical Secondo. The Tiramisu was excellent - but sorry to say - I have nowhere found one that would match up with my own! The staff is naturally friendly, engages in a chat.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,Fab ambience,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,Really cute place! ,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,"Valet parking only: $4, the restaurant is nice and romantic. Came on a Thursday night (8:30) was pretty calm. They brought 2 warm bread rolls and a little bowl of Balsamic and oil with herbs and spices, pretty nice! Husband and I ordered the large thin crust prosciutto, mozzarella, tomato sauce pizza and added meatballs as a topping. It was huge, 18""! (That's what she s-) husband got a dark beer and I had water (designated driver) the waiter was great: funny, friendly and fast. Perfect for a date night!",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",2.0,,2,It's taken me months to write this review. My draft has been sitting and waiting for me to decide whether or not I even wanted to review this restaurant. ,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",1.0,,2,We decided to visit this place because of its reviews. Our excitement dropped exponentially when we were greeted with SALTY bread. I have never seen anyone serving salty bread!! We ordered fish with lemon - caper sauce and Gnocchi Al Piacere. EVERYTHING WAS SALTY!!! Never going back!!,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,Finally had time to stop by and try this place...and I'm so glad I did...the service is great and the food is delicious!!! I'm definely coming back and bringing my sister,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,"Cute place in the Silver Lake area with delicious, homey Italian food and wonderful service - would definitely come back!",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,Came here on a Sunday afternoon and it was pretty empty.,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,I love this place. The ambiance is great. The staff is friendly and attentive. And the food... The food is amazing. I've never had a bad dish at Michaelangelo's. The one negative thing is that dinner for two can easily clear $100 but it's definitely a worthwhile treat.,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,"I've been to Michelangelo Ristorante a few times now, and I have never been disappointed! Their lunch specials are a very good deal, and the quality of their food is truly superb. Fresh baked bread served with oil and vinaigre to start you out with, and then salad and a main dish for about $12.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,"Really like the bite of their fettuccine alfredo, they are hot, saucy and have a great texture when you sink your teeth into it. The shrimps are very fresh bathing in the creamy Alfredo sauce. ",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,Ok went back again and now my family confirmed this will be our Go To italian restaurant in Los Angeles. ,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,OMFGINH,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",1.0,,2,"The manager was incredibly cheap. A plate of six empty, bland ravioli topped with julienned vegetables is $17... Since when did peasant food become so expensive? I was craving comfort food because of a recent death in the family, but there was nothing comfortable about this experience. I told the owner that I didn't think the price was fair and he refused to exchange the meal for something else, and was rude and condescending. I've never been treated worse in a restaurant. Eat here if you don't know good Italian and you want some overpriced false interpretation of what some angry a-hole thinks it should be.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,"I absolutely love their house made gnocchi with their pink sauce. Their Porcini Risotto was perfectly made. Creamy, salty, earthy, al dente goodness Service was decent most waiters are from Italy. & it's a family owned establishment major plus'. Their lunch specials are so worth it. A hidden gem really you have probably passed by it so many times & never realized theirs an authentic Italian restaurant. Wonderful date place & romantic too! Their wine list is also really good to pair with your hearty dinner.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,I had the Chicken Marsala and it was DELICIOUS! nom..nom...We ate on the outdoor patio and it was beautiful.,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,"Fine, fantastic Italian food. In this part of Silver Lake, you can do no better. ",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",3.0,,2,If I were basing my ratings on food alone I would give this place 4 stars. But lack of good (not even asking for stellar) service knocks it down to 3.,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,"Great place!! Service was perfect, good was extremely delicious and fresh. Our server had some great recommendations and was very helpful and paitent with all my questions. Also great desert. Very comfortable ambience. I am glad I found this place and I'm surprised I've never been there before. Highly recommend to anyone who loves real italian food. I will return many times again for sure!",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,This is our 2nd time here and both times we were very happy. This cute little restaurant is close to our friends' house & a good choice when we're in the area. ,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,Free parking! Great service! Great food! Outdoor seating! What more do you want?,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,Amazing atmosphere. Delicious food. Incredibly friendly staff.,4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,"Have you travelled to Italy? Or do you want to soon? Than come here! I spent most of my adult life in NYC eating amazing delicious east village Italian fare made by Italians who made the choice to share their craft in the big city. Since living in LA, more years than I want to admit, I finally have found a restaurant that makes me feel like I have been transported to Italia! The owners, who are one big family with their servers, make you feel like staying and so thrilled you know you can come back! Did I mention it is half off most of the menu( supposed to be appetizers but nice size portions that could be dinner) 4-7pm including delicious drinks! Thanks Maria, Tony, and Juan for a lovely evening.. More to come PRONTO!",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,"I would give it five stars because the food is amazing, and the service is also! The reason I only gave it four is because the dessert was awful! I cannot tell you enough how much my family and I were disappointed with this. Especially because the appetizers and main course was fantastic. I would recommend it to my friends but I would advise them to be cautious about the desserts. I will be coming back here though!",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,"Beautiful restaurant inside and out. Warm family atmosphere. We ordered pizza and pasta which were fantastic. The hot dinner rolls weren't really stand out. The dessert menu, oh my goodness! We had the cream caramel. Fabulous. They earned four stars because of their food, they would have had five if it didn't take almost forty minutes to arrive at our table. Other people who were sat after us got their food before us, and we were hungry, so that was a bit disappointing. We will try this place again, because the food is THAT good. We will just sit somewhere else.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",1.0,,2,"So so so disappointed with the food. We were a table of 4, and all four of us found our dinners to be completely bland and not worth at all what we paid for. If I'm paying over $20 bucks for boiled pasta, I expect for it to at least be cooked right! I mean, al dente of course, but raw?? Quite different.",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",5.0,,2,"I must say that I had a really pleasant experience at this restaurant. Right when we walked in, the owner had held the door open for us and welcomed us in. The service was good and everyone was super friendly. The atmosphere of the restaurant made me feel like I was in Italy. The octopus carpaccio they had for a special appetizer was light and refreshing. My friend had the spaghetti and meatballs and the homemade meatballs were delicious. My Rigatoni Bolognese was amazing as well. Everything just felt and tasted so authentic here. I want to go back already!",4.0,395.0,"
        Michelangelo Ristorante
    "
"
                        $11-30
                    ",4.0,,2,"My wife and I eat at Bottega Louie whenever we are downtown. The food and the service are excellent and the prices are average for an upscale, but casual restaurant. The atmosphere is loud, ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,This place is amazing my husband brought me here for our anniversary dinner 2/12/15,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,Best Macaroon I have had in a while.,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,Somebody really ought to review Bottega Louie on Yelp one day.,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,"Okay okay, so my opinion on Bottega has changed a bit. It's still super loud in here but the ambiance and aesthetics are great. The wait can still be a bit daunting - usually around an hour mark. But as I've tried more things on the menu now (and the menu has changed) I do think the food is yummy, albeit a bit on the pricy side. I think I like their dinner better than brunch - brunch is nothing special and again, on the pricy side :)",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,"I'm not a big fan of macaroons, but after trying 5 of their flavors, taken to go, on my last night in LA, I have actually changed my mind. All the flavors I tried: earl gray, coconut, praline, salted caramel and espresso were delicious. My favorite was definitely the salted caramel though.  At $2.50 each, these are such a great deal for the spot on flavors each one has.",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,Yelp's 365 Review Challenge 2015 #11 - #365,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",3.0,,2,Came here for brunch with mama. ,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",3.0,,2,"Pastries galore. If you have a sweet tooth this is the place for you. Now let me be very clear, PASTRIES!!! That is what the 9000 review/4 star average rating suggests. Brunch is highly overrated, expensive and at times bland. ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,"I've entered the gates of the Heavenly Kingdom of desserts, Bottega Louie! ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,"It's pretty pricey here, but I mean... The food tasted expensive sooo.... ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,"It took almost a year, but we finally got around to returning for dinner. Let me say that I had forgotten how loud and horribly busy this place is. ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,This is very nice spot for a date night or just to hang out and catch up with your girlfriends. We were invited to a birthday dinner and upon arrival this place is packed to capacity. It was a 30 minute wait (I'm not sure if they take reservations). We didn't mind standing with the rest of the crowd because you can see how they prepare the food in the mini kitchen.,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",3.0,,2,"I was originally going to give this place 4 stars, but the more I wrote, the more it didn't seem like it was a 4 star restaurant.",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,"One of my favorite places to go is the infamous Bottega Louie in downtown Los Angeles. They are know for the wide assortment of French macarons. My mouth melts thinking about it. My husband and I went to eat there for an early dinner. I ordered the truffle mash potatoes with some crab cakes. Also, I had a bowl of their lobster bisque, because as you know, I love lobster bisque. The food was delicious. The truffle mash potatoes practically melted in your mouth. One of my favorite things to eat is truffles, and the taste of fresh truffles on potatoes is something once you try, you will never go back to eating potatoes plain. The crab cakes were full of flavor and fresh crab meat served with a remoulade sauce. Last but not least, the lobster bisque. It was full of flavor, and had nice chunks of lobster meat on top.",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,The best brunch in Downtown L.A. PERIOD. ,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,"I didn't eat brunch or dinner here - stopped in one night, with friends to have dessert. ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,I went here for one of my first few dates with my boyfriend and came today for my one year anniversary with him :),4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",3.0,,2,We ate here on New Years Eve with about 10 people. ,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,Suzie Q's Fun Facts:,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,Bottega Louie has great service and their food is delicious!,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,The Service: WONDERFUL!! The server is super attentive. ,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,"Order as many BEIGNETS as you can eat - there are three varieties: chocolate hazelnut filling, raspberry filling, and plain. The chocolate hazlenut is to die for - the sugary dough actually melts in your mouth, and the filling is thick and custard-like, but without overdoing the quantity. We should have ordered four of these and called it a night. They go for $3 each.",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,"The best macarons I've had in LA. Love these little cookies. I've had them at quite a few different places, but Bottega Louies is in my opinion the best. I've tried many of their flavors and found them all to be wonderful. I love stopping by just to pick up some of these tasty treats.",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,6 STARS!!  Not like they need my vote but I just couldn't resist! ,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,Macaron happiness. I make a big space for you in my life (this french translation does not sound as lovely in English).,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,I was in town and my friend recommended this place for brunch. I have to say the food quality was excellent as well as the service.,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,"Housed in a beautiful old building in downtown LA with super-high ceilings and windows, Boutega Louie is a combination super-fancy bakery-restaurant-food boutique. ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,"The atmosphere is incredible. Can get a bit loud. Besides being seated in a really tight spot(10 +1 high chair in a round table suited for 8), it was good. Some of the food was bland, some salty. The pizza crust was crisp but lacked a bit of flavor. Overall not bad. Go for the atmosphere, the great service, and the pizza crust.",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",3.0,,2,"Bottega is ""all show, no go."" ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",3.0,,2,"One of my pet peeves is self-proclaimed ""foodies"" sharing their ""obsesh"" for ""macaroons"" (air quotes are obviously not one of my pet peeves). Hey, America:",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",3.0,,2,"Decent food, horrible service. ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,I WILL FOREVER LOVE THIS PLACE!,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,I like this place.,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,No... I don't think B.L. needs another review...,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,Parking is a bitchhhhh. Every time I go to LA I get so fed up trying to find parking it just makes me want to turn around and go home ,4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",3.0,,2,"i am from out of town. My friends and family recommended me to try this place for macarons. It was good, BUT i have had way better macarons back in Houston, Tx. ",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",5.0,,2,"I would usually come here for the macarons or the desserts, but this was the first time actually having a full on dining experience at Bottega.",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",3.0,,2,"Came by here a few years ago without reservations or a plan on a Friday night years ago and it seemed the line just to get your name on the list to then wait was over 30 minutes long, so at that point I opted to cross the street and go over to my favorite restaurant, Sugarfish instead.",4.0,9615.0,"
        Bottega Louie
    "
"
                        $11-30
                    ",4.0,,2,"I've eaten here twice. Once for breakfast which I forgot to write a review for. I suggest not coming here for breakfast. Their food is pretty mediocre and the coffee tasted extremely bitter.For the price that you pay, I was very disappointed in the food. Eggs benedict and lemon ricotta pancakes were ordered by the way.",4.0,9615.0,"
        Bottega Louie
    "
"
                        Under $10
                    ",5.0,,2,When the hubby gets a craving from here we have to come even if it means driving in traffic at 4P.M. in the afternoon on a weekday!,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",3.0,,2,"I finally checked out this Highland Park classic and well, I only found it to be alright. We had the VEGETARIAN pizza and one of the SPAGHETTI dishes, plus GARLIC BREAD. The pizza was okay, but there's definitely better Neapolitan style pizza in LA. The pasta was decent but not the best cheap Italian in LA. That would be Andre's Italian Restaurant in mid-city.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",5.0,,2,Been coming here my whole life! My parents came here on their first date almost 30 years ago and it's been in our family since!,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",5.0,,2,Noms! I came in today with a coworker and tried the Eggplant Parmesan Sandwich and it was delicious! And for less than $6 the huge sandwich was definitely a fantastic buy. I will be coming back to try the other yummy looking dishes from Folliero's!,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,As always great food and atmosphere however as the years go by the service has been declining. It took me 15 minutes just to get a refill on ice tea. I would gladdly give a 5 star rating but they need to hire more people. One staff member actually said it's not my job talk to him as he pointed to another guy taking an order.,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",2.0,,2,"Below mediocre pizza. Head to Town Pizzeria or Casa Bianca nearby (though both also just a hair above mediocre IMHO). Even Papa John's is better than this stuff. The service and decor are great, but man oh man this is some below average pizza. Sauce tastes canned, the bread underdeveloped and lacking taste. Cheese is plastic and budget. Skip this dud.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",3.0,,2,"Unfortunately, I have to bump down this review for the day crew. ",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,"Fresh, thin crust pizza baked to a piping hot perfection in a really nice little spot on Figueroa. Bring the kids, and feed the family...just don't sit near me because I don't like loud children in restaurants when I'm trying to eat my pizza. ",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,Very good pizza lasagna was good to if you like sausage its a perfect Lazanga for you... It's not expensive and you get what you pay for which is good food a great prices... My third time here I will return with an empty belly... I recommend the margarita pizza... It's really good Cheesy pizza...,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,"Pretty busy, but I understand why. ",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
